,Users,Comments,labels
759,@aloosamosa139,accomplish nothing disrespect even help cause please show empathy human being guy ruin everything stupid thing,-1.0
760,@keston207,guy exactly whats wrong world inability meet middle people one extreme another help hurt people poster spiteful childish show concern human being,0.0
761,@k.a._135,couldve prove point take screenshot say image orphan child grief striking people gaza journalist instagram post near miss poster way equal ripping miss poster fair either point want highlight forgotten side suffer dont expense side,0.0
762,@Asma_Mushtaq,guy way relevant pier ever,-1.0
763,@missbee1427,guy action go hurt palestinian cause realizes need empathy prevail timesthe actual child blow bit gain nothing smirk actionsthis n't way need people realize palestinian right safety freedom dignity tear poster would incite hate cause one reckon clout,0.0
764,@galdekel4992,pier thank much bringing subject whole world people full hate care one side conflict forget actual people behind poster family wait month sign life love one need see people like tear picture,1.0
765,@giaholmes3958,issue hostage poster remind interaction protestor australia protest something america street australian big city ask honestly think someone america see sign hear protest halfway across globe look like deer headlight dumbfound want effect real change go directly source cause poster protest location happen nobody palestine see poster plaster america whats purpose,0.0
766,@jonathan3488,people suffer joke matter support humanity come first hope man n't represent anyone,0.0
767,@mani733,irrespective whether right wrong pier want use tactic shut pier start ask laugh although guy clearly start serious tone say due respect hostage etc smiled pier interrupt think right propaganda prepared mean everything say wrong,-1.0
768,@motoroladefy2740,remove poster disgust show complete lack empathy none picture help victim recognize anything like pier insinuate since photo la hostage hold gaza,-1.0
769,@yunarukami5427,unbelievably disgust shady put title thumbnail context moment make guest look bad way reason even pin random comment double lie propaganda finest,-1.0
770,@annbressie8615,hate problem awful people justify horror feel moral high ground hate instead facts inform,-1.0
771,@ChurchillMaverick,thank pier appreciate much,1.0
772,@StarkJerkNix,man suffer incredible n't wish death destruction enemy like many would strength admirable humanity clear feel awful unimaginable loss,0.0
773,@hijranhameed,voice show picture family kill tear eye say people palestine deserve live dignity like people something heart bear,0.0
774,@navar237,small room cant accommodate fighter accommodate friend one best quote heard entire life,1.0
775,@drshahlaahmad,one powerful move interview ever see tear upon tear watch doctor gem stand everything humanity lose family horrific manner yet still use voice peace iconic interview best representation humanity,1.0
776,@abdullahmubarak4820,small room cant accommodate two fighter accommodate hundred friend izzilden abuela 's,0.0
777,@irodasaidova,brought tear kudos man go much suffering still advocate peace thank pier make voice heard,1.0
778,@saraellman7844,people need hear see scream argue fight visual proof action incredibly painful consequence heart break wonderful man need guest like,1.0
779,@backpackingireland8624,amaze interview pain voice powerful,1.0
780,@ez_math7600,make tear many level man strong faith astonish indeed may allah lessen pain,1.0
781,@jadedspades,cry god bless man family,1.0
782,@amm5386,witness pier understand situation see different perspective beautiful see give people platform speak truth respect,1.0
783,@banashabo7246,born raise home still jadalla camp people unbelievable,0.0
784,@juliemann7069,stop cry feel pain right people palestine arent number,0.0
785,@Tartar21,easy watch pier thank allow man express feeling opinion heart cry man family suffer palestine well country experience pain may allah grant family decease people palestine special place heaven,1.0
786,@JILANI786786,father heart reek paint man composure lose child unbelievable world need leader like lose everything still call peacebravo,1.0
787,@hardcorecasual6608,one heart break interview ive ever see notice never mention religion mention human level pain endure would break u yet still maintain dignity,1.0
788,@user-sv9hq6mc4r,dear pier morgan watch interview izzeldin abuela 's revelation first time saw genuine profound connection engagement heartbreaking narrative present respect sorrow show listened abuelaishs experience immense loss pain deeply touch level sincerity bring best journalistic capability sign ongoing approach convince audience expand exponentially interview like change landscape medium well,1.0
789,@AMIRASAADAT,thank pier bold allow everyone side hear one best interview subject everyone need hear argue scream respectful inspirational focusing humanity hope open heart close heart think aggression slaughter destruction answer,0.0
790,@tj5413,couldnt hold tear watch pray world palestinian human treat dignity live peace,1.0
791,@pakizafatima8401,salute man never imagine ever cry watch interview today cry river anyone would try set whole world fire happen family man still promote peace wish every single person earth get see interview realize devastating world live man lose member family still try peace still need tell world achieve peace solve problem justify live palestine innocent child men woman elder also live justifiable kill people brutally,0.0
792,@molingvoj,someone attack character instead argument know loser,-1.0
793,@kwameasare79,anyone start argument debate painting opponent negative vile person,-1.0
794,@chelseawilliams8588,rabbi smiley drop jaw argument make essentially everyone else commit genocide israel want little genocide le million,-1.0
795,@akafire793,rabbi say yell get angry argument likely lose debate muhammad hijab n't keep energy,-1.0
796,@mikeblxde4735,fault someone become angry debate one worst feature modern debate see human become angry face blatant lie manipulation,-1.0
797,@mbgghh6543,fantastic example emotional debate use anyone try learn conflict,0.0
798,@Ar1AnX1x,know guy n't argument immediately ignore question go personal attack always happen people argument,0.0
799,@lt4109,call opponent antiseptic holocaust denier evidence surprise pikachu person get angry aggressive,-1.0
800,@94D33M,please get point best line ever,1.0
801,@Daavemacc,much appreciate kind unedited debate please keep posting content world thats become needlessly curatedfilteredsiloed censor free speech discussion large scale medium platform like need persevere ever entire history serf net benefit society progress even chaotic kind debate extremely appreciate necessary,1.0
802,@enuh7356,shame see adult old people act like death human nothing,-1.0
803,@Helloworld-uq6ox,pal lie without bat eye world live debate lier would loose cool,-1.0
804,@kawtharasmamahboubi2451,holocaust denier say jew engage genocide palestinian wif even sentence,-1.0
805,@ericmarshall81,world forget common sense love respect others look like,-1.0
806,@means27,pier milk hell situation many debate go,0.0
807,@ubaidahmed8385,muslim really love jewish brother please solve issue lead world well future,1.0
808,@jokeradviser5843,would never think pier morgan could good thanks wellbalanced excellent show,1.0
809,@thekinghash,imagine reply begin personal attack yell say person lose debate joke,-1.0
810,@kingmcz5328,like relationship narcissistic psychopath best description conversation basset yussef,1.0
811,@1975Gordan,one last thing people always victimize blame others feel hatred never find peace within,-1.0
812,@quecksilber457,finally someone mention country germany history german come nothing heart really learn move even praised ally,1.0
813,@edeny591,nice see someone think see situation clearly thank,1.0
814,@lewismccrimmon,fair play douglas put life risk let people know whats really go,1.0
815,@gx2music,there one thing disagree douglas unedited footage saw show public,1.0
816,@michelleboustani9065,im shock pier say anti israel yet people cant say anti country pier ignorant happen,0.0
817,@romankolarik5107,douglas say british government absolutely correct,1.0
818,@RTGAR,reporter ground actually report could catch plus know history thank,1.0
819,@MegaWathever,person live israel watch interview douglas murray breath fresh air thank name live country,1.0
820,@robbiemichael9386,perhaps best moment far douglas presented argument clearly honestly bravely absolutely fantastic also huge credit pier interrupt allow point make,1.0
821,@antonioaguilar2392,douglas murray assessment ground air throughout entire world salute sir god bless,1.0
822,@compumit1875,articulation situation second none thank support deep understand really go israel,1.0
823,@gerrybuddygerry8529,interview powerful pier push hard allow douglas answer difficult question bravo,1.0
824,@joanngrainger4650,great interview well hear view people grind hear thousand mile away,1.0
825,@hilat8949,great interview truth come light,1.0
826,@RatherBeGolfing95,n't know douglas murray week ago instantly huge fan perfect world every western government politician would sound like right medium well,1.0
827,@turn567,excellent interview credit side mutual respect personal attack could listen another hour,1.0
828,@user-kh9em4yq6g,country anymore blame,0.0
829,@listerutube,excellent cant help utmost respect douglas murray light darkness jewish people,1.0
830,@Joelfeldman1,masterless reporting douglas time value seem rare among medium outlet thank honest journalistic effort pursuit truth precise sharp god bless,1.0
831,@StevenYanni,im egyptian living canada iranians fuck amaze people freak smart respectable none extremist fact well integrated canadian society hop one day manage get rid government edit thank wonderful comment also want add iran powerhouse everyone ive work closely iranian entrepreneur nature go iranian community youll see business flourish iran could easily biggest nation middle east business technology extremism,1.0
832,@dannyeducate2002,work iranian doctor researcher flee regime dignify intelligent empathetic clinician horrific story abuse sad,0.0
833,@johnnyflyy5873,he fantastic great human know im musician usa every single person year iran meet super friendly humble religious fanatic run country bad hope vision become reality,1.0
834,@robharding5345,quite refresh hear someone iran call country ruler backer terrorism tell world iranian people want israel eradicate unlike cleric clearly,1.0
835,@parisayazdekhasti877,wonderful interview thanks crown prince reza pahlavi leader iranian desire deserve,1.0
836,@kingdomofheartslovers6238,im sigh live montreal two year meet lot iranian friend soft spoken beautiful people movie heartwarming,1.0
837,@MG-217,israeli hold hand peace iranian people nothing people iran want peace neighbor,1.0
838,@maxwellfan55,refresh hear proper intelligent conversation complex tragic issue,1.0
839,@rustyosgood5667,several iranian friend u awesome people think people iran good people wish best hope day regime remove people rule,1.0
840,@raymondorevillo9630,far smartest man who yet pier morgan show he realist he bipartisan know core issue feed terrorism even admit cost people,1.0
841,@Satz50,thank pier center voice issue easily become polarized key moment history one day motives become irrelevant im sure ask self time,1.0
842,@itamar757,israeli distinguish regime iranian people genuinely respect,1.0
843,@PoisonousRakun,pier singlehandedly carry entire journalism spirit midst issue im say format perfect best right keep pier team need news provider like refresh,1.0
844,@eladshechtman3089,show truth comprehensive perspective heard say medium bravo crown prince reza pahlavi,1.0
845,@haleysalz1770,send much love iranian people jew,1.0
846,@openheartify,thanks pier dear crown prince interview wish israeli iraniansthe best fight islamic terrorism love iranian,1.0
847,@MrAps007,thank pier invite crown prince best alternative murderous regime occupy beautiful country iran popular person inside outside iran praise,1.0
848,@user-jf9dy5vy4z,pray iranian israeli palestinian find way oppression finally live together harmony peace,1.0
849,@delinquense,refresh someone like uncensored unbiased logical well spoken bravo,1.0
850,@pirmardisadeh,thank bottom heart morgan wonderful interview,1.0
851,@IWannaBeFamous647,shes human right lawyer im extremely concerned,0.0
852,@peaceforhumanity269,brooke literal embodiment racism make accusation n't let guest respond concern human right lawyer would argue one n't platform,0.0
853,@fadotac4358,represent real image human right nowadays feel sorry humanity do,0.0
854,@blackbeautifulandsmart2849,gosh shes vile accuses guest slander shes ok slander guest human right lawyer investigate,-1.0
855,@jemilnesru5769,kind human right lawyer see future world bad,1.0
856,@Kittybarcode,embodiment absolutely wrong world im sorry human human right lawyer,0.0
857,@suleimanmashaleh5907,human right lawyer wonder world full injustice,-1.0
858,@ifrahabdulle1333,woman human right lawyer fear future,0.0
859,@BeastOfFreedom,shame human right lawyer nothing say feel threaten want shut discussion issue,-1.0
860,@deathstroke334,fact unable condemn act israeli military death child incredibly tell,0.0
861,@steppenwolf5956,quote fact human right lawyer speak volume whats wrong world agree,0.0
862,@saidathuo6451,interview give new find respect pier well do pier debate extremely enlighten earn new fan,1.0
863,@zainahmed755,fact human right lawyer speak volume whats wrong world,0.0
864,@abdokareh154,great interview pier thank brooke show world kind human right lawyer,1.0
865,@cupoftea9586,best minute brook family life could conversations without butt,1.0
866,@garrickgriffith6402,thank pier natural begin worry stand originally start report conflict thats want fair report side give viewer chance judge fairly let chip fall lay,1.0
867,@sahra4091,sad woman human right lawyer oh god bless two gentleman,1.0
868,@safshahin1978,brook prime example whats wrong world,0.0
869,@tarekel-badawi7145,brooke perfect example impossible conversation narrow mind racist people,-1.0
870,@riskonandoff2891,im glad im life partner wouldnt wish upon worst enemy may god protect world,1.0
871,@aq803,quote correct president israel actually say nobody innocent gaza surprise pier morgan question president israel statement quote cover many newspaper much impartiality,0.0
872,@graysonix1414,let talk hamas ever address hamas let ignore israel let talk israel let talk hamas basically pier argument,0.0
873,@sb5383,invite people onto show dont let answer put view great journalism pier really deserve award,1.0
874,@courtneysimpson2385,pier leave speechless around priceless,0.0
875,@blaisebuilda564,james schneider quote isaac genocide statement silence panel especially pier eerie,0.0
876,@shandukandaba1499,pier choose completely ignore lady want allow,0.0
877,@gaspernyiti2253,pier invite debate,0.0
878,@IsaAC-ct5rx,pier go back talk guest stop finishing point,0.0
879,@lickytee8153,pier must crazy think cant see bias n't even hide,-1.0
880,@hiramalik516,two wrong dont make right best explanation current situation palestine,0.0
881,@hasinaismail2650,pier n't let anyone speak'st good debate thank much,-1.0
882,@Imana23,amount evidence ever persuade idiot morgan perfect example quote,-1.0
883,@josephvillate2236,minute thank thank bring fact pier call president say proof pier already make mind side,0.0
884,@zipifriedii7061,learn midst north ireland trouble peace process absolutely n't relevant condemn complete waste time increase toxicity experience folk live affected area level airtime journalist live affect area,0.0
885,@nadiaali4052,love pier always say wrong wrong israel do try play like ignore israel wrong condemn hamas basically say way eliminate hamas kill civilians wrong one mad cuz need do,1.0
886,@morgan_cw,really appreciate continue empathy objectivity deeply complex tragic situation pier,1.0
887,@llllchipsllll,host best someone talk pro israel listen carefully someone criticise interrupt never let others talk,1.0
888,@Toots13413,pier love sound voice always talk people,1.0
889,@knandii4247,disrespectful guest show person strain get single point lady middle barely got word pier continually talk shame,-1.0
890,@arslanseitaly8364,pier n't give chance anyone say anything alright good debate,1.0
891,@Siais-bg7sd,pier suddenly master art listen without interrupt incredible,1.0
892,@vizzi3280,good job pier probably get fire job keep question clean easy answer,1.0
893,@muhammadanwarnassar7181,pier sit chair like child sit front father expect scold never interrupt listen like life depends,0.0
894,@user-yg8hx4yf8v,really push hard pier,1.0
895,@annemechail83,feel like im listen someone speak something totally different weve watch unfold one month many double standard discussion dont know ever solve issue like especially theres willingness listen opinion sad situation nation human ashamed allow situation get point,0.0
896,@SpecialSoma,basically therapy session feel feel never knew pier qualify therapist,1.0
897,@jasinAmsterdam1976,split second almost ask condemn hamas,0.0
898,@oldstuff3710,cant wait listen agree hour,0.0
899,@shaunhope2167,show pier capable respect respect people see big,1.0
900,@shehabshahbolla-si3jb,pier finally interrupt interviewee way go pier,-1.0
901,@moonlight-ct1pb,reminder pier hypocrisy referred disease heart many people society even realize display sign hypocrite action disease soul spread aggressively person acknowledge seek cure hypocrisy result dreadful consequence also impact people surround hypocrite,-1.0
902,@mikemorrissey5467,hero really emphasize word bible jew dont generally use term appeal western support palestinian support keep grow thats also reason he take valuable time interview pier something probably n't much give,1.0
903,@thinkerinsideyou,strange president country receive information extremely dangerous situation country medium team mossad,0.0
904,@eleashaeatman,entire tone interview different weve see show empathy palestinian people make question attempt empathy pier really sincere,1.0
905,@kristinak5425,quite strange president country receive news medium n't suppose informed medium strange,0.0
906,@rayboustan8744,interview speech help along pier single challenge one,0.0
907,@Safvan-dk1lw,pier behave like student behave front teacher,-1.0
908,@Primalinstincts101,hard see bias pier let take side israel speak uninterrupted side palestine get interrupt every second,-1.0
909,@MoonJumpMania,crazy pier n't even mention west bank,0.0
910,@Jill-el8xu,pier absolutely kill day lineup last week,1.0
911,@kmo3811,grandmother tell lose mother child much harder lose grandfather dont expect outlive child sympathy go everyone ever lose child rip lisa marie,0.0
912,@jayeeekennedy3561,someone lose child feel pain never go away hearth go endure,0.0
913,@BBQPITDOG,privilege able see priscilla open discus event family fan long remembersince least thank pier respectful,0.0
914,@sherrycarlsen6297,horrific see lady go loss child complete nightmare loss spouse grandchild parent overwhelm alone speak feel dead inside continual scrutiny priscilla feel nothing deepest compassion heartfelt sympathy im truly amazed strength fortitude,0.0
915,@TheRealJessicaValerio,pier amaze job interview kindness love respect empathy pour eye could see heart break villa pain show face kind do tastefully pray always amaze person,1.0
916,@kgocar1034,mother lose son kill line duty police officer year bright future ahead mom almost year old heart still break,0.0
917,@carolsue9456,matter think priscilla suffer tremendous loss lose parent tough losing child grandchild worse loss world also tremendous job save grassland,0.0
918,@canmcneely,amaze interview notice story exactly story book read around year ago fact change tend believe honest heart,1.0
919,@mytinyorganicgarden3113,eye open interview much heartache sadness priscilla thumb pier understand sensitive conversation respect,1.0
920,@sandyca1106,excellent interview priscilla make bit vulnerable previous interview lovely see hear life family yes look child worst thing person could ever experience know yr still cry dont get learn deal well,1.0
921,@leestevens3702,thank pier priscilla wonderfully real honest interview also lose daughter understand incredibly close relationship devastating loss thank,1.0
922,@yellyman5483,heart go priscilla lose mother grandson daughter rapid order worst thing happen life hard sometimes,1.0
923,@Oldpeppertv,amaze much loss carry even speak public forum like much love respect beautiful lady,1.0
924,@antoinetteedmundson7987,lose husband suicide father month later younger brother uncle month mom month later year matter rough u human pain bare occasional tear fall thought,0.0
925,@brendahendricks4345,interview touch cry often priscilla extraordinary woman always show class grace love elvis way protect legacy day beautiful really american royalty,1.0
926,@tishleigh7026,wonderful interview hard talk daughter grandson believe pier respectful honor loved one nice tell trust interview kind humble woman strong really feel like genuine family,1.0
927,@love2laffwithu356,wonderful interview take year old mom see priscilla past weekend learn much hear talk movie clarify much truly remarkable im glad interview want hear story,1.0
928,@ElaineBennettEmbraceYou,best interview celebrity think ive ever see real raw pier priscilla gracious open make authentic thank share heart u love elvis still,1.0
929,@barboglesby2162,sincere condolence priscilla press life easy always try deal loss dignity grace may god bless give support need,1.0
930,@jackbee84,let tell basset comedian successful cardiothoracic surgeon many year difficult speciality medicine amaze super human wish everybody empathy energy like basset would make world well place,1.0
931,@ahmedalattar5477,interview netflix honestly state art usually spend almost hour interview like way basset handle keep hooked way till end even wanted end,1.0
932,@yf1177,world desperately need kind intelligent thoughtful patient respectful conversation basset gem regard pier increase beyond expectation,1.0
933,@jeffvaldor5793,ability explain complex thing simple manner gold,1.0
934,@Melixxl,conversation important part history thank basset thank pier,1.0
935,@lilmeme3851,like watch teacher explain lesson student different way give clear hint student still n't get,1.0
936,@MultiChicagogirl,amaze interview yussef gift thank,1.0
937,@Istandwithpeace,disturbed question pier morgan repeatedly ask basset way else could israel target hamas densely populated civilian situation firstly basset military unfair question ask let alone ask multiple time secondly importantly israeli strategy devise make gaza uninhabitable minimise loss israeli soldier live destroy gaza quickly possible international community regional enemy put pressure israel stop goal destroy hamas israel need cut civilian water food medical supply humanitarian aid goal destroy hamas israel need give civilian un human right organisation call feasible evacuation order truth israel really cared palestinian civilian would slower deliberate attack eg would evacuate hospital bomb etc former u commander fight iraq outspoken truth israel prepare risk soldier live order save palestinian civilian life tell pier morgan israeli soldier life worth palestinian civilian life,0.0
938,@user-ln2kr4gq7y,see pain eye behind humor he brave man,1.0
939,@kind0fdarkness,really dont know basset patient pier answer question explain everything many time pier still get,1.0
940,@katepetersen1283,basset yussef gem patience wisdom shine help million u watch way little else internet around issue heart felt thanks,1.0
941,@-sh7bc,watch interview ignorant blind person see truth know victim false news newspaper close eye know truth year thank basset germany,1.0
942,@sarmo594,thank basset pierce use platform making talk topic possible possible eye eye level utmost respect basset tell story history many people place love pierce genuinely listen place humanity need,1.0
943,@mahrukhzubair1094,thank basset put solid conversation reasonable response every time come evidence clear ambiguity history kudos well presented case palestine rational throughout interview,1.0
944,@leoshoma1116,wow feel like cry listen explain thing interview helpful understand thing thats happen right,1.0
945,@ashleyknight723,well do pier right thing first interview travel hour talk face face mess explain discomfort first interview salute bravery effort professional conduct pursue conversation mess conversation lesson u humility human openness friendliness without acrimony well do need horrendous situation gaza willingness reach hear one another recognise mutual suffering educate viewpoint work together solve terrible situation gaza,1.0
946,@lawrencewinter,fantastic human thank pier find man allow platform,1.0
947,@noedenisquentindodson2977,never think life id ever watch hour pier morgan,1.0
948,@rmclean3,longest ever see pier allow someone speak without interrupt interview,1.0
949,@subhanallah6,youd think condemn slaughter innocent especially child would quite obvious damn justify different level evil,-1.0
950,@lucymay446,think worst part learn history see worst part repeat modern day,1.0
951,@muaz212,could remember jordan tear say think marginalize suppose voice year ago interview pier man truly wear right suit,0.0
952,@feelgood9516,minute interview mention slaughter child need ceasefire save rest much compassion sympathy,0.0
953,@thetruthseeker247,cast palestinian victim jordan peterson seriously history make right front u time tell u right side thing,0.0
954,@plataarq,nothing clear man give hell way think intelligent caring goodhearted kind person say show real mentality,1.0
955,@dianamar111,evil want clear conscience ask others justify cruelty,-1.0
956,@ElanaEarthsea,learnt much man defend viewpoint people judge listen lecture courage integrity admit wrong relentless killing innocent people morally reprehensible matter justification forth israel powerful usa pay atrocious war blame twitter something say retracting statement say better fall grace forgive tremendous scope people people people redeem wrong lack moral courage unforgivable especially lecture world jung shadow repress integrated aspect personal shadow play real world conscious enormous opportunity say indeed vengeful impulsive part cause make statement go reckon conscious take cowardly way blame platform fragment hypocritical part saw fit say something like dont believe cancel culture believe people accountable international community lest judge netanyahu war criminal support war crime wrong side history time tell still opportunity say something well say say netanyahu jailed war crime jump bandwagon international consensus condemnation,0.0
957,@mohamedkhaled682,jordan say israel win help plasticine people victimize like yeah like israel government n't kill civilian also one talk war crime israel point last decade,-1.0
958,@MA-vx9zj,longest time peterson preach speak conscience fair take accountability sad see interview go preach,0.0
959,@kktg8370,time conflict people true colour come im glad know really conflict want portray,0.0
960,@rn2511,situation disagree still respect person n't one,0.0
961,@riozaki89,scary change opinion someone good person evil person second affect trust humanity,0.0
962,@texfromro,rule use twitter simple dont tweet anything sentence long need minute video explain,0.0
963,@TurkeNews,either die hero live long enough see become villain,0.0
964,@lhakammedia,definitely thank much pier take great responsibility dialogue dalai lama say human dialogue war im sure pier create platform dialogue century,1.0
965,@safiyaibrahim489,literally say child gaza deserve die sin parent never see someone ugly heart go point justify death child mean every word tweet remorse,-1.0
966,@ncp103,cant take guy seriously anymore hes become caricature massive respect past steadily evaporate mask slip violate principle profoundly well psychologist politician global affair commentator yet increasingly feel qualify pas judgement topic hobbyist knowledge skin game,-1.0
967,@taherabuzaid142,genocide sad eye open man respect lot people dont deserve,-1.0
968,@freddypelo,n't interrupt n't disagree conversation polarize direction underneath,-1.0
969,@J42337,pier cost human life also piers tiny number people die myocarditis,-1.0
970,@leahwatts160,love vive actually answer question matter like,1.0
971,@pokematt1679,im still laugh part pier scold alex jones podcast openly admit show,1.0
972,@riglow854,moment pier checkmate reference usa enter war pearl harbour exactly vive whole time american interest first,1.0
973,@anthonypoore912,great open conversation american need life,1.0
974,@theconservativefem4865,america could never invade rifle behind every blade grass greatest compliment give america japanese general,1.0
975,@maxsportsman2416,even syria iraq first place bravo well say,1.0
976,@nicolestrahm3013,impressed vive wow definitely prejudge guy heard pharma billionaire hear say pharmaceutical product never mandate public despite background pleasantly surprising definitely feel need research give consideration come across honest since many position consider controversial especially pier hold strongly though,1.0
977,@jill1452,vive really well speak even pier grill interrupt constantly try catch,1.0
978,@rayuk3939,someone uk im impressed man truly incredible,1.0
979,@coledriescher9401,love pier keep try insinuate vive president would allow people express opinion racial supremacy fire back here work united state even power decide whether allow happen,1.0
980,@jesselove8048,brilliant interview vive maintain strongest position two especially first half well thought answer heartfelt genuine guy he get vote hope trump run together,1.0
981,@shad0wshadowsnake_855,fact gut say united nation outlive purpose spot,1.0
982,@quinngervais8188,vive unstoppable put everyone place actually answer question reason logic give indirect answer,1.0
983,@melodyutley1317,love interview example everyone show u different belief still treat people respect vive fav candidate,1.0
984,@saurabhtripathi559,vive impressive definitely get vote,1.0
985,@ulisesgonzalez8968,first generation immigrant want say without equivocation agree united state protect help citizen prosper take issue anywhere else world exception protect ally,1.0
986,@islanddoggear,vive earn vote never think id say proud say totally change mind,1.0
987,@thejamesmom,love fact man closer generation overwhelmingly america first patriot need,1.0
988,@grvorgovsepyan6768,armenian christian geographically locate deep inside respectfully muslim country protect evil dictatorship russia turkey azerbaijan armenian deep front surround armen always good relationship muslim arab country iran cant wont let dictate wipe need support thanks vive bring double standard geopolitics,1.0
989,@iffahspeaks,find really upsetting appal pier n't call go back gaza remark make emily austin call brooke goldstein respect panelist talk continuously call austin make hateful remark really like dont educate comeback resort leave go back country dont like emily say even disappointed pier host,-1.0
990,@Zxook,could woman proud homeland wouldnt allow speak freely like beyond,1.0
991,@sebastiaanhuizing1753,love kind interview show truth,1.0
992,@andywilliam6547,expose crime treat commit crime rule criminal edward snowman,-1.0
993,@livelove4758,verify come truth verified wow world live,1.0
994,@fadikhateeb5116,interview interrogation,1.0
995,@Oliii-ix7rp,regardless context history lady attitude attempt defend act terror aim directly civilians child beyond horrify absolutely disgraceful,-1.0
996,@joey3184,people person well balance pier,1.0
997,@derekhowells8371,true cant argue stupidity defend indefensible,1.0
998,@mahumtealelhchhun8859,well do pier way know whats true whats bias guest pinpoint base come mouth please carry people see interview world hear truth,1.0
999,@UrbanMonkey55,kudos pier patience give platform hateful supporter murder israel important talk side someone like beyond reason dont know,1.0
1000,@melissaribeiro8797,reason oppressor understand dont care eye roll entire interview,0.0
1001,@timmccarthy1367,pier im irish new thing interview,0.0
1002,@soundfreakdb6790,watch interview pier do must commend bring propalestinan guest overall give palestinian platform speak mom ball even bring anyone,0.0
1003,@user-qn9tm8yp5b,one core motivation behind attack u support israel suffering palestinian consistent wouldnt also support attack different condoning happen oct,0.0
1004,@mitikutesfaye9062,could journalist actually set bad example donate game blame life million people,-1.0
1005,@YoussefFahmy-jc8wi,would love see emily austin basset yussef debate,1.0
1006,@jesusheart977,thank give girl opportunity speak cause people beautiful bright heart hurt people definitely good thing keep discuss issue side side voice heard someone ask side say side better order make peace possible problem huge side must turn focus solution contribute meet half way,1.0
1007,@DayaCartoon,war crime terrorism side condemn intolerable ignore crime hamas condemn crime israel equally victimize oppressed people two question,-1.0
1008,@Ibrahim_Hussein,awful disgust pier morgan show emotion proceed straight question hear happen journalist family human unfortunately morgan medium play role dehumanizing palestinian,-1.0
1009,@Mo-Sawaf,pier magician make interview use two question,0.0
1010,@omneyahg,heard man loud clear outclass pier pass word,1.0
1011,@gotyoback2478,history start october hit really hard,0.0
1012,@blanemeyer3023,bring guy back first interview clear answer free flow conversation,0.0
1013,@ebnenabi6615,accord pier logic someone punch face allow fight back first punch happen past,-1.0
1014,@Philosph0,pier way ask question condemn hamas,0.0
1015,@sardendibs,moment try bring historical stuff moment start understand bigger picture thing resolve justification anything amazing seasoned journalist like morgan remain onedimensional long time,0.0
1016,@azeep385,wow major respect mustafa literally silence pier,1.0
1017,@adninmarwah8794,pier must express disappointment particular interview evident engage question straightforward previous interviewee present salient point bring light fact might previously unknown many however appear interrupted elucidate significant point,-1.0
1018,@AboAyedh2020,mustafa look freedom pier look condemnation,1.0
1019,@agames6166,amaze quickly pier end interview response guest,1.0
1020,@mahaateef7893,pier wife let go sleep pier ok first condemn hamas,0.0
1021,@lubnasaifabbas5076,thank barghouti eloquence excellent interview particularly fact election back,1.0
1022,@hasana6028,funny give man minute important figure palestine get basically air time fire fact pier say n't choose side,0.0
1023,@amangpulube7487,nothing pier except pray soul,0.0
1024,@ninnin1523,pier condemn hamas pier wife im eat pier dont justify action,0.0
1025,@Deenoverdunya278,always find way turn every answer question palestine,0.0
1026,@osman3404,like us word like evil act describe hamas attack oct strong word come israeli war crime,-1.0
1027,@wafiaorton9260,legend say pier sleepwalk every night since oct mumble condemn hamas,1.0
1028,@main9201,interruption wow basset right one good guy pier completely impartial thank,-1.0
1029,@mayadafox6792,amaze pier even one time challenge interrupted guest,1.0
1030,@l2esa109,man way pier morgan pier usually argue try get depth issue like interview basset yussef calmly listen interruption listen bedtime story n't care asked evidence like usually guess nod obey talk uncensored censor,1.0
1031,@Aba.71,im use video show kid respect father speaking,1.0
1032,@nerminhidic5698,n't see pierce ask first question condemn israel kill innocent people,-1.0
1033,@jebril,pier n't interrupt guy one good one pier,0.0
1034,@puayyonglee7052,pier talk father calm respectful wellbehaved good job boy,1.0
1035,@actuallylvcci,bro pier admit past interview israel apartheid state guy completely deny say lie pier n't even try challenge thats crazy,1.0
1036,@iqrazafar1078,interruption pier one good one,1.0
1037,@kamallachhab7667,seem pier calm polite listen attentively interrupt thats unlike pier know,1.0
1038,@saquibhussain4789,basset one good one,1.0
1039,@TheDailyPodcast1,love pier listen like good boy time,1.0
1040,@adamali6199,pier say barbaric kill civilian israelis never describe massacre thousand civilian palestinian barbaric double standard,-1.0
1041,@thinkerinsideyou,challenge time heartwarming see people around world show high level loyalty openmindedness support human right regardless background,0.0
1042,@OW23,question human always avoid address cause instead favor one power many year open person international law apply apply certain country people n't call double standard hypocrisy,0.0
1043,@XanGervin,notice pier n't interrupt even keep say he neutral thats another lie expose pier,0.0
1044,@holadea5704,year pier still ask people proportionate response,0.0
1045,@oussamaoussama6364,look pier keep silence respect israeli guest speaking interruption hard question pure silence tell lot western medium bias unfair unequal treatment,-1.0
1046,@emreyuksel7466,also n't matter country state cant justify civilian casualty thats war crime justify civilian casualty give terrorist organisation reason rally cause uproar statement always haunt gon na regret,-1.0
1047,@adamcarroll9937,one favorite video post general maturecomedic genuine let fuck go jake,1.0
1048,@joshbugajski88,love yall clown around yall need keep youtube fun keep u entertained lol,1.0
1049,@joshmoxey.,love style humour really laugh video see way team chop gold,1.0
1050,@blakethompson-cj2qc,get funnier funnier everyday bro like walk meme love jake,1.0
