,Users,Comments,labels
1293,,this bumpsss. bars bars bars,0
1294,@kayleewesson6404,Just listened to it and LOVED IT!!! I love all of your songs.  I will definitely have this song on repeat a lot!!,1
1295,,Actually pretty good,1
1296,@sailorb0y,"proud of you jake brother , ur taking over the world with hard work and dedication and everybody is starting to love u keep it up  they will know who the goat is q",1
1297,@diamondhandsx1150,Keep it goin bro! Keep flipping these vibes. Love it! Let’s get it!,1
1298,,Stay winnin’ ,1
1299,@MK-003MB,I fucking love how you kept it real with the lyrics Jake.  This is playing on repeat. ,1
1300,@danielfromsalem,Wow that was sick. I like how he incorporates his life experiences into the song as well. Makes it more sincere. Probably his best song yet.,1
1301,@thelostkid7841,I’ve grown to like this guy. Has done nothing but work his ass off. Keep up the great work jake ,1
1302,@robertcarpenter4440,You’ve come up so strong and you keep going. Hell yeah!,1
1303,@DuclosDocuments,"From a film making perspective; this was on the coolest music videos ever.

Interspliced filming during interviews. ",1
1304,,this is what is like to be on top of the world,1
1305,@rabbitlover2.095,Good to see you make music again. Keep up the good work,1
1306,@ravidaurri,"How do you do it all?! Wild how you can manage all of this, even remember to spit a line at the weigh in on a vhs music video. WiLD AF!! Planned everything to the tee and all tax right offs. I learn so much from you guys, keep grinding!!!",1
1307,@Fernando_Hernandez30,This song is fire . Keep it up and hard work dedication. You keep killing the game and the work you do!,1
1308,,Can’t believe how much I disliked you before… over the past year you’ve really grown so much. I actually think I’m starting to like you bro keep the hard work up G,1
1309,@THATKING_ZERO20,It’s crazy to see how far jake has came as a person proud of you ,1
1310,@Svreactss,Jake is doing everything this man came a long way proud of you ,1
1311,@KD.35,The camera work and editing on this video is insane. All around production is beautiful. Really a 22 minute movie if you ask me,1
1312,@xxclusive8380,The work that went into this vlog is insane,1
1313,@maddymelin9464,So many emotions watching this. Please keep recording these I love watching the lead up and everything brings up so many emotions I swear it’s fucking sweet as fuck too.,1
1314,@yaronmeijer3752,Love how thor is just always around jake... even at the pool you can see how attached they are!!. This man is just as caring as we all are. Just doesnt show it like most do. Ps Congrats on the win!,1
1315,@jakehoerntlein7292,This literally gave me chills for 22 minutes and 38 seconds  proud of you big dawg!!,1
1316,@JennyHPhoto,The editing of this video is so insanely good! Please keep up the amazing videos. SO proud of you Jake!,1
1317,@tijrus,"Self-belief is everything. Way to go, Jake!",1
1318,@impulsivegardens5655,I’m 6 yrs older than you and seen you evolve from a younger immature kid into a man. The values you live by and the message you send out for anyone to keep pushing forward no matter what is truth. Good fight keep crushing it,
1319,@ZoeyZee,Honestly Jake has completely won me over after watching this video. I feel so motivated right now. Thank you for showing me whats possible bro.,
1320,@Supercraft_3000,Congratulations Jake my journey is a bit slower atm but you inspire me to keep trying to keep going been a big fan for a long time and seen how far you've come  keep up the great work so proud of you ,
1321,@livingnexous,"Im so proud of you man, keep going ",
1322,@billzima7068,Awesome brother. Living your best life and I hope you are super proud of yourself. I been following the family for a few yrs and what you built for yourself and everyone else is amazing bud and I look forward 2 watching you keep climbing in the future. God bless brother,
1323,@HarbinR94,You guys make such awesome videos. Keep it coming boys!,
1324,@aao7858,"Yes you did sir! I'm so proud of you Jake. Well I was already so proud of you before this! You have come such a long way and worked so hard and I'm so happy for you on your journey! Thank you for sharing so much of your life with us, you are truly a blessing! Your amazing and I believe in you! I'm just some grandmother from Texas that really really believes in you kid. Your killing it!",
1325,@jacoblively4790,I was never a jake paul fan until the last 3 years i wish you the best brother i hope you live a long prosperous life and achive every goal you set out to achive i hope to  get to talk to you one day your truly an inspiration to the young men thanks for all the entertainment and stay the savage that you are ,
1326,@ZeaDontLock,"Congrats Jake u deserves this win , all the hard work",
1327,@ashtonwilkins1125,Knew you had it in you jake! Keep up the work and never give up,
1328,@mantis2608,"Im glad you worked on your imagine and your message you are trying to spread, is starting to be genuine congrats man. anyone can do anything with hard work its true , and drake he bet on the wrong one LOL",
1329,@MohalifiedTV,Congratulations on well deserve win Jake! Great video! you and your brother inspires me.,
1330,@paulhond100,when jake is the most responsible out of the three you know its a good video.,
1331,@Itsnick99,never thought i'd see the day where Jake is the mature one lmao,
1332,@austincraig8711,"I love how no matter who you are, the President or a homeless person, Danny Duncan treats them the same. Unapologetically himself",
1333,@vindiyapanditha2141,Jake can't mess around like the old days. Literally risking tens of millions,
1334,@trevormoore3227,Shout out to the Deputy for being so chill about everything lol.,
1335,@beast_e55_amg,I feel like you need to sign a safety waiver to hangout with Danny,
1336,@Newpriest10,Finally a good vlog without any political or boxing talking bullshit. This was entertaining video especially bringing Danny Duncan because he knows how to bring an audience and crowd. This is the Jake we all like.,
1337,@truecrimes6035,I love how chill Jake is riding his scooter ,
1338,@brayaites,"It’s so dope to see how mature Jake is, bc we all remember ",
1339,@RichardZA,Getting out of your comfort zone and living life on the edge with Danny. Love the videos. Keep up the amazing  videos coming,
1340,@geewillikers361,Love seeing you taking a break and having fun brotha keep up the good work,
1341,@gabrielnorthway,I love how this video is like a throwback to the old school Jake vlogs back in the day. Just out having fun doing wild stunts.,
1342,@kiansnouffer422,"Cody and Danny doing the things they always do, and Jake’s just along for the ride kinda outa place ",
1343,@sportsnews5458,This was actually a BANGER!! Looked like u had actual fun and nothing for the camera. Need more of this in your life. You should go see danny every 2 or 3 months at least. Hes just a great vibe,
1344,@theoutsiderjess4869,Its great seeing Jake having fun in a vlog again,
1345,,Who else thinks Jake Paul is the  goat of YouTube?,
1346,@viktorcheng2061,"These are the things Jake would do back in the days, seems like he’s more careful and less reckless now",
1347,@zaydhakim9315,13:42 Nate dropped it so casually,
1348,@TonyChronicles,This is the funniest Face to Face Jake has had ,
1349,@DrSuess360,"Seeing Nate just being Nate and Jake looking at him thinking ""what have I done?!?! This guys insane.."" is just too funny. Diaz for the win!!!",
1350,@spadino5077,i love Nate he always takes his time to answer a question and then often gives an answer wich is completely out of context .,
1351,@brettmonk9755,This is the most peaceful/humble face to face I’ve ever watched.,
1352,@soggyurethra4112,"Nate trying to go 2 rounds is hilarious 
“I’m tired just thinking about it”",
1353,@ThorntonNoir,"“I got people who beat me 13 Years Ago, still tryna’ fight me today. Who really won?” - Nate

Hits deep when you think about it. You won one fight, but who won in life? Living rent-free in their heads decades later lol.",
1354,@Travis-ys7ns,Nate’s brutal honesty is priceless. How do you win a verbal face off against this dude? Lol,
1355,@garethcornish5715,"Nate is a fucking legend and that's that! Really hope he gets the job done. He has had an amazing career and Jake should be thanking the stars that he got to sit opposite the table, let alone fight the man. Good luck to both, but lets be honest, even the Paul fans want to see Diaz get the W",
1356,@JSM26,Nate sat there looking for a way out had me dying.,
1357,@The76celica,The high five . Nate was like wtf,
1358,@UFCU_MMA,"""You only lose if you lose"" - Nate Diaz",
1359,@forrestholland3301,"Jakes face when Nate was talking I was dying. Nate would probably punch me in the face, I’d be like “spit it out junior” I was dying laughed way too hard at him talking while they were staring at him.",
1360,@66reaperecho92,"Nate wasn’t in the mindset to receive compliments from Jake, you could see how uncomfortable Nate became while Jake was talking. This is definitely going to be an interesting fight, I’m still going with Nate for the win though!.",
1361,@rz1518,"Damn Nate talking about haunting his opponents was some real talk! Even tho it was hard to understand, I felt it! Even if he loses…down the road, who really won!?",
1362,@euphemiakathleenmacdonald2970,Nate Diaz reminds you of that chilled friend  back in high school that everyone got along with but no-one messed with because they knew he was the real deal,
1363,@chimichangas5105,Jake stared at him like he’s concerned for his mental state,
1364,,"Nate took a whole minute to stand up. Is like he was thinking ""should i ask where the bathroom at........... nah, ill just use the one at home"" ",
1365,,keep up the great work champ!,
1366,@tijrus,The way Jake picked himself up after the Fury fight and came back with Diaz is the stuff legends are made of. They keep moving forward.,
1367,@michaelorsini9695,"My only son Sean passed away 5 years ago as a result of a prolonged Depression at 21 years old. He was born in April of 1997, just a few months younger than Jake. I'll always be a big supporter of Jake...he does more than people realize in working hard to achieve his goals. He's an inspiration to me and  I'm sure my Sean would have been a fan as well. Jake has used boxing to turn his life around.  I'll be watching this fight on PPV and rooting for Jake. Cheers from Canada!!!",
1368,@fightinface,Congrats Jake you have come a long way and it keeps going! ,
1369,@kingKAP_,I’m so glad to see jake is taking advantage of this and came back to content creation. Never was a fan but this is a breath of fresh air.,
1370,@triffen7174,"Just watched the Netflix documentary, it was genuinely inspiring, great work jake your making history",
1371,@electriccarstv,It's amazing to watch the life you create and the incredible following it has.  I really enjoy this kind of content.,
1372,@tpp4007,"Damn, this is better than any HBO boxing series, this episode is crazy good. Whoever edited and documented this series did any AMAZING job!",
1373,@vladimirvagner2316,"I was just watching a documentary on netflix and it was unbelievable what you did and what you are doing. You can see that you put your soul into it and we will hear a lot more, I'm keeping my fingers crossed for you in the next match",
1374,@NicolasDerudder,"In a world where TV and media have become the new reality, there is immense power in producing and releasing your own documentary to shape your own social objectives. 

The paul brothers know this, and i'm a fan straight from Belgium!",
1375,@DYLEE-mo3ch,This is a huge matchup despite the controversy with boxing and MMA.. Still an insane watch for all of us,
1376,@danielatthemovies7554,"Congrats on the Netflix doc Jake, I really enjoyed it. Let's get this W!",
1377,@ryanarey7652,I cannot believe this fight is happening.  I love how Jake continues to prove everyone wrong. He’s about to upset the MMA world by tucking Nate in for his nap ,
1378,@mikeabramson4042,This was actually incredible! Looking forward to the documentary,
1379,@thedubsfam8149,Unleash the beast Jake go get em buddy I love you man your doing great keep up the grind baby your time to shine brother I love you man you are art inside the ring and you cannot be stopped  go show nate how much he talked and how scared he’ll be after you knock his * out then he won’t be talking anymore love you big bro do well keep your head up do your best I have a lot of faith in you  man it’s only you and Nate inside that ring at the end but god is over you man and the only thing that is keeping you going is drive motivation and god. time to get to work buddy I’ll be watching you at home love you bro I cannot be more happy for you bro good luck ,
1380,@phillyphilly1076,Gotta say after the Netflix documentary I see Jake in a whole new light. Honestly. Can’t imagine the entire world hating me and then stepping in the ring to fight.,
1381,@brittanyjackson1718,Congradulations on your Diaz win Jake! Keep up the hard work! Were all watching....,
1382,@karenwalker4476,"Jake, I loved your Netflix documentary! No one can deny you’re an incredibly gifted boxer and even the Man Mike Tyson agrees! ",
1383,@Indrasrelax,"I JUST SAW THE NETFLIX DOCUMENTARY!! Man you are amazing !
My father pshicaly abused me to but I never have your strength to what you did. Until now I found you as an inspiration!",
1384,@typicalscotland2008,Multi talented your production team is top class your boxing team is top class and your work ethic is top class. Started as a gimic but wow you take it seriously now. Hat off to you jake,
1385,@Maxylifts,crazy how jake went from lighting mattresses on fire to a pro boxer,
1386,@a1_479,You can't lie jakes hard work is off the chart,
1387,@chesterthawkins7510,wishing you and your brother the best!,
1388,@Falcon_152,This guy had made it far in life,
1389,@Vayu-Putra,"congrats, looks amazing. wish you the best in life",
1390,@lanegregory1730,So amazing to see this from watching him back in 2017. Keep doing big things Jake,
1391,@stormyo2371,I really loved your documentary  my boyfriend and I just watched,
1392,@benitocamelo1378,Jake is prove that hard work will get you further than talent.,
1393,@ImUsoCrazy,This is about to be an awesome documentary,
1394,@act_noah459,Been watching u since Bizaardvark I  was like 9 or 10 I’m almost 16 now shits crazy how far u got proud of u,
1395,@mrrandom7315,Jake I watched it all and I loved it! ,
1396,@user-vd7qi4uq7z,"EVERYTIME I M LOOKING AT YOU TALKING I HEAR THE HIGHEST QUALITY TRUE IN YOUR VOICE, YOUR STABILITY IS FABULOUS YOUR MEDIA ATTITUDE IS REAL SMART I FEEL REAL CONNECTION TO YOUR GOOD SOUL AND STAY MY MOTIVATION FOR EVER THANK YOU FOR EVERYTHING",
1397,@hossainayon9588,I would love to see the Netflix doc ,
1398,@NigelHerron,Great documentary!!!!! Such a legend,
1399,@Liz-Dragon-Street,I love this documentary ,
1400,@robincranston8580,Jake is an absolute animal hats off to him,
1401,@joshjansevanrensburg-pb1cy,Congrats Jake I'm your biggest fan and umm your my inspiration ️,
1402,@latonyawalton2075,I have always looked up to you I have always watched your fights I am always here for you,
1403,@amberam7437,Hope Nate is in the documentary! They need a Nate and Nick Netflix too!,
1404,@FerrariKing,"I bet his barber will really enjoy that Rolex. That's how you show appreciation.
Jake is always inspirational.",
1405,@ashes941,love seeing a room full of men sitting super close together celebrating each others talents,
1406,@joshlowe6918,"Good ol fashioned prank calls lmao. No matter how old I get, they still crack me up.",
1407,@JayVerdecia.,As a barber myself this is wholesome ,
1408,@23dark,Good on you jake for making this young lads day. He was so happy. Nice one bro. ,
1409,@christyroberts4727,That was so heart felt. Jake paul u are the man. Keep chasing dreams n getting that bag. You are definitely an inspiration to many. Love watching you grow and changing who u are as a person. Sending love from Upstate Ny.,
1410,,JB’s reaction was priceless!,
1411,@angelaochoa7347,That’s so generous of you to surprise him,
1412,@patricklynch9145,thank you so much for posting jake we all love the vids and we’re routing for you! ,
1413,@chrislotts4551,Karl can't ever just take a nap in peace ,
1414,@Lucastrtr,Glad to see people giving back ,
1415,@FamousJames,"Nice. That barber is defo hustling. flying anywhere to cut hair, yes he does it for youtube but still. He's grinding and doing what others aren't. LETS GET IT. I think that what Jake has done also, he uses hater to his advantage and knows how to promote. and now look where he is. two hustlers smashing life.",
1416,@alexanderasenov926,Jake would be a dope sales person. The cold calls were on point hah.,
1417,@Charlotte__Single__again,"Great video! I loved your content, keep it up and continue creating. You're amazing.",
1418,@SusanRoseMichelleBajor-dt6mr,"Loveeeee seeing your vlogs again.  Longtime viewer from Team10 days, proud of your GLOW-UP & success.  God bless and keep you safe.  Prayers for future endeavors.  ",
1419,@rangaherath1358,Bro this is hilarious man  love you jake ,
1420,@dean2501,Most surprising part of this video is learning that Jake actually uses a barber,
1421,@casualscorner,This was so excellently created. So impressive to see the level you take your fight camp too and you've put in the work to be able to have the cutting-edge facilities. The Nate Diaz sketches had me in stitches!,
1422,@UKNamaste,"Never thought I'd find myself watching a Jake Paul YT video, but here we are. Even as a Nate fan this vid is hilarious and seems to be done in good spirit. Hats off to Jake for the training efforts also, the lad is in great shape.",
1423,@bernardofidalgo1808,We need more updates from Nate's camp. Fucking awesome,
1424,@TopGreek11,We definitely need a part 2 of the training camp,
1425,@filipfabian7701,Hats off for the work you put in the prep,
1426,@damyankirilov7646,"I’m extremely proud of you, Jake. Supported you from the start, even when all my friends were throwing jokes about you! You motivate me a lot. Keep it up! ",
1427,@-MATTSVLOGS-,I love these videos of course I wish it was everyday like it used to be but this is still amazing,
1428,@moveinsilence888,"Jake has this in the bag. Hard work, dedication, strong mindset. He’s genuinely blossomed into an incredible fighter",
1429,@paradoxxgaming,"Great to see the level of professionalism Jake has, great level of discipline while still being a funny guy. People sleepin on this man",
1430,@user-ry8og3tf4q,Love the determination and what you doing..especially love how everyone is doubting Nates abilities judge you by your loses you said and judging by the loss against tommy you got a huge surprise coming for you vs Nate..good luck,
1431,@yafayazeem7955,Gotta love the grind Keep up the updates & uploads man,
1432,@dillonmaduro2032,Jake is awesome. He works his ass off as a boxer but also knows how to bring great content. Thanks jake and keep up the great work!,
1433,@samgrannon6810,LOVING THE UPLOADS EVERY WEEK JAKE! YOU GOT THIS FIGHT! WISH I COULD FLY OUT TO SEE IT! ILL BE STAYING UP LATE TO WATCH IT THOUGH FOR SURE,
1434,@sdimilus,"Hey, I just watched most of your documentary on Netflix, and like many others, I doubted you, but I've seen how far you have come and you're the real thing.  You tried to make a HUGE jump ahead with Tommy Fury and it looks like you came really close to beating an undefeated pedigree boxer.  I'm glad that you're sticking with it and training harder than ever!  Keep challenging boxers too!  You have the talent for it!",
1435,@daltoncollinslife676,love the content ..keep it up jake your real fans love seeing this,
1436,@nikocapurso7902,The Nate Bit of him walking into the pool has me dying ,
1437,@mpho87,Jake is a pretty chilled guy with great work ethic. Rooting for the W Jake. All the best.,
1438,@subs740,The dog and cat are so funny bro  I love also how hard you are working for this fight ,
1439,@damiondelaughter7238,This was the most entertaining video Jake has ever put out. You spot on with the Diaz impressions.,
1440,@nathanryan4711,"I can’t lie, Jake made me giggle here. Bro gave her half eaten pizza, milk, and a hammer then proceeded to pull out the cartier",
1441,@DanielleRB,"I absolutely loved this video  it had my laughing my ass off the whole time! 
Keep up the great work  @JakePaul I’m beyond proud of you & your brother @LoganPaul you guys have truly made it in this industry & you guys should be absolutely proud of yourselves! ",
1442,@dannycooper6363,"That door-closing by Jake was inspirational. His friend is right, you can do anything you set your mind to.",
1443,@jessemacneil2723,Hahaha jake is funny AF . the way he looked at the ring and hauled out the tester so funny,
1444,@kaitlinm5924,Jake is sooo sweet. Even though some of gifts were for laughs there was still thought behind it. He's just adorable,
1445,@Charlotte__Single__again,"Yes, yes, and yes!!! Glad to see that we encouraged you! Keep grinding!! We here for it. Have a great day!!",
1446,@EvanCsim,Hahaha content is 10 times funnier then it use to be. Love it. Keep it up,
1447,,He’s right about nasa… it’s all green screen!,
1448,@TradelikeTae,Jasper is hilarious. “He’ll lick anything “ ,
1449,@ecdrivenmike,"Literally the funniest YouTube vlog I’ve watched in so long, we need more of this kinda content ",
1450,@RealLife8504,"Congratulations on SI cover! That’s truly amazing!! And I’m excited for the Netflix doc and the fight! You got this, Jake!!! I love you!!",
1451,@pokegowalking2792,"Despite whatever beef the two brothers had in the past, they've got each other for life 
Glad to see Jakes happy for his brothers engagement ",
1452,@Julie28Davis,Wow cover of Sports Illustrated!!!! Congratulations Jake! You totally deserve it and I never doubted you would make it in boxing. Your knockouts are iconic and super entertaining! So happy for you!!!!!,
1453,@FLY-ec5cs,"jake is a sweet man, this is very kind and wholesome",
1454,@l.l.8022,these videos are actually super entertaining. it’s like if the Blank Check kid grew up and started boxing.,
1455,@PhilipGamez,This was way too funny! Keep going Jake! The Super Paul Bros.! ,
1456,@54114142,"""I just need ice tea."" Boy dodged that awkward moment like a pro. XD",
1457,@euklane,Glad the old vlogging jake is back . Keep doing these time to time. Much love,
1458,@Sam10wastaken,Love the content Jake keep uploading ️,
1459,@LoulaGaming,"These videos every thursday are lit , keep em comin' !",
1460,@arymaniaa,"Loved how this video felt so multilayered from the kitten getting found, taken care of, and acclimated in the beginning to the ending which was so lively and wild. Y'all are so gifted at keeping the narrative fresh and interesting. Everyone plays their role extremely well so the delivery it feels very authentic. Jake has an investor mindset and this video is evident of that, he invested in this top-tier team and it's paying dividends.",
1461,,Jake paul is the most true creator that has been in and out of the platform. Most people who say they'll upload once a week never does but this man has stayed true to his word.,
1462,@trond667,this cat is just like Mike went from Nothing to Everything ,
1463,@bacomon4260,"This was actually such a good episode lol, the cat was amazing as well! Love that Jake and the team decided to take him in.",
1464,@Knives101,Derek saying he is a boxer was the funniest part of the video!  It's hilarious how he acts all tough when he clearly isn't.  These videos are great!,
1465,@mysticfoxdabs3399,yalls video ideas are perfect and only a group with good chemistry can pull off stuff like this <3,
1466,@BigFamilyOfPets,It's unbelievable how much time and energy goes into this content,
1467,@oskarfrilandson887,That cat was cute and Darek going on a date was just funny ,
1468,@khrisrod3000,wasn’t expecting the date to be funny but i was dying,
1469,@troyryangolf,Great story telling and Jake is low key hilarious ,
1470,@EB_23,Two  fell in the mud These videos are hilarious.Please keep the content flowing.They getting better every video ,
1471,@thidarhodful,So happy for Jake's life. It seems like he's surrounded with better friends and support system ,
1472,@leelaynemaynard706,"Thor and kitty hiding from the thunderstorm has to be the most adorable thing I've seem this year. I'll bet Thor is so happy to have a little buddy.
Another thing, that spider tattoo on Jake's neck at the end of the video it looks very realistic. It freaked me out for about 2 seconds.",
1473,@bobbyd6304,Jake needs his own reality tv show.,
1474,@official_cabes,Watching him freeze every 5 seconds was the highlight of this video ,
1475,@tsk_sebas05,Glad the kitten is safe now with y’all and that Derek date was funny asf ,
1476,@amarionscruggs5108,Bro I was dying during the whole date jasper is hilarious. Keep up the good content jake,
1477,@adk_1860,Brandon and jasper are too funny,
1478,@funniestclipsonyt1766,"Holy,I’ve never realized how much I’ve missed JPs vlogs until he recently came back to YouTube. Let’s whoop Nate Diaz come August 5th and long live JP!️",
1479,@smithjessiem44,"I'm happy you saved the kitten, you have a huge heart ️",
1480,,Now THAT is how you drive a brand new Ferrari ,
1481,@jennaattalomrani5381,Congratssss I’m so proud crazy to see where you’ve come from and now you have all these amazing assets and accomplishments you’re hard work inspires a whole new generation of leaders so happy for you nothing I love more than seeing you happy and supporting you! :),
1482,@joyceannblue1433,"Jake, I think this relationship is very good for you. I'm glad to see you laughing and having fun again. Keep the videos coming. ",
1483,@Cfcraig7,So nice to see someone living there life to the fullest,
1484,@spadino5077,"im so happy to see this kind of content again, brings me back to the good old days",
1485,@user-zw7em9lj4n,"i always love the inspirational talks u give at the end. if u want to get the ppvs like mayweather or break the ppv records, then you need to keep making consistent content and try to make it more and more amazing, so you can become like a GOAT.",
1486,@fluffychavon8238,"You deserve everything you have Jake, hard work shows and worth it with every chance you take and sacrifices!  may god keep blessing you brotha",
1487,@aimeem8156,"I’ve never been the biggest fan, but I’m honestly happy for you, you’ve worked hard I’m glad you are enjoying it!",
1488,@cotech5781,"I actually liked this video, I’ve been watching yall for years now and thought you were corny but damn dude you’re actually relatable now. Keep makin vis like this and I’ll always come back and watch em ",
1489,@tinkleme4se.x150,Jake always makes us happy with these vlogs keep up the work!,
1490,@svetlanalatkovic1750,"You’re awesome very proud of you! And the best thing is, you’ve stayed true to yourself, and that’s the most important thing of all. See you next winter! Miss you guys Joe is still patching up circles in the lawn. Lol.",
1491,,"Inspiring, glad to see you spending money, you worked hard all these years, and it feels rewarding.",
1492,@levihalasi5071,This guy is the definition of motivation,
1493,@itishpaul5797,"15:25 Jake I'm truly so happy to see how wise you've become and how you've grown so much. 

And I've noticed that aside off all the entertaining stuff in your vlogs, you always add 2-3 mins of value by speaking from your heart. ",
1494,@Leon-qy4dd,"After watching this Jake ide like to think I could get to where u are but will never happen brother, painter decorator and hard working at that, weekends and all and still struggling with bills and taking kids out, but fair play to u and u deserve it all mate, keep it up mate",
1495,@Rsul19969,"Love watching you do well dude , hurts a little tho ! Watching someone splash there cash , when your struggling to pay the bills , but congrats your smashing it !",
1496,@seamonkey8435,"This is dope. Jakes been working hard, it’s dope to see him spending his money like he used to",
1497,@daddytubefamily3185,Congratulations on your hard work brother... there's always gonna be haters.. let it continue to motivate you.. well done brother,
1498,@titozuma,Congrats jake for real you deserve everything you have and more. People could still be hating on you guys but no one will work as hard as you guys do. Been following for years and the journey continues. Im so happy you are enjoying Puerto Rico. I really hope I can meet you guys some day. Is crazy to think that you guys just live so close to me. Those cars are amazing enjoy them.,
1499,@alvinvj5002,I hope this relationship lasts for ever ,
1500,@sarahcobb4075,"I think she is the first girl that he’s been with that has a career and life outside of him and is very successful, which is why he is so invested in this relationship. Every other relationship he has been in, they didn’t have as much to offer as she does. He like her drive and work ethic. She might be the one.",
1501,@PhilipGamez,This was quite possibly the BEST Quiz! Nice one Jake Paul! ,
1502,@YahshuaWinz,"This is a power move on both parts. Jake will go on to win big money fights, maybe even belts and Jutta gonna get them gold metals.  Most athletic couple ever ",
1503,@coult_rs,"This was awesome, really rooting for y’all!!",
1504,@BiancaEliza-bonks,She's lovely  y'all made me laugh so much,
1505,@funniestclipsonyt1766,Now this is what I call a long awaited video!️,
1506,@Cjcook01242018,Keep making vids man they'll pick up eventually the stigma of the past is still stuck on you but these videos are genuinely funny af,
1507,@dracomedia,This man gives me motivation to work on my self and get me in shape last 3 years. Thank you. One of your OG fan.,
1508,@sophiesteph9593,"So cute I’ve had a feeling for so long g that Jake is a sweet guy, I’m happy he’s being his true self ️

So happy for them",
1509,@Custies,havent even watched it yet but im so hyped! loved seeing you surprise her :) So sick for you jake!,
1510,@Ronny457,Keep up the good work Jake,
1511,@cerealelegance4137,Jutta is a good one man they look happy together just feels real. Happy for both of them I hope they stay together.,
1512,@georgemankind6020,"I am so happy for you both. If jake can get a beauty queen like this, then why can’t I get one for myself???",
1513,@courtneybryant8764,I ABSOLUTELY love you guys together!!,
1514,@AndrewMarcFarkasSAFELY,"I watch Jake for humor, training, and business content.",
1515,@dcsc1,"Very sweet couple. I really like Jutta! Everyone needs to be kept grounded sometimes.
Hope you get that skating record, girl! ",
1516,@mayaSpielman,She's adorable and you two are so perfect together ,
1517,@solid6841,Seeing Jake back on YouTube is always amazing.,
1518,@jakegrahling2476,"You better keep her for life. That’s real
Love.",
1519,@divonealvarado,"She is such a pure, genuine soul. I haven’t seen Jake this happy in a long time. This relationship makes me happy!",
1520,@LaHolandesaLoca,Jutta is the representation of a wonderful down-to-earth Dutch woman; she’s our pride. You guys are so cute together. You’ve got the golden medal here ️,
1521,@keenakyra,her joy is contagious. i couldn’t help but smile,
1522,@KutoRest,ngl the last 5 minutes were very heat warming. To see that side of Jake is something else,
1523,@danielfromsalem,Kinda happy to see Jake with someone who seems to have a kind heart and doesnt bring any drama. Being in LA it can be hard to find someone who truely cares. This girl seems to really like him.,
1524,@johanfernandez9858,This girl brought out the best side of Jake. So awesome,
1525,@autumnfugate6276,She’s brought out the best in Jake and I’m loving it!! They are so perfect for each other ,
1526,@Remmyboy420,"After all these years of watching you achieve things, lose things, your ups and downs. I am really happy and glad to see you actually on top living your best life. If anyone deserves it, it’s you Jake keep grinding, keep working, hard advance your craft.",
1527,@vanessaaac,Jutta is fucking awesome Jake! Her reaction to you surprising her was priceless and so beautiful to see! Your energies match sooo well! I’m happy you are both happy!,
1528,@ALGOMAPMT5,"She truly loves him, happy for ya jake",
1529,,Jake is truly humble,
1530,@oskarfrilandson887,The suprise was so nice and she looked very happy ,
1531,@averagejoe7622,"Nice to see Jake grow up in front of us all. Everyone deserves to be happy, I’m glad he truly seems happy.",
1532,@rometjoenurm8862,"After all these years of watching you achieve things, lose things, your ups and downs I am glad that you are finally there where you wanted to be. Congratz on the role in the movie as well. If anyone deserves it, it’s you Jake keep grinding. Jake and Jutta's relationship is perfect. Keep being a great man Jake!",
1533,@michaelrekstis6085,Keep being a great man Jake! The love your woman shows toward you is a testament to your kind heart. I’m happy for you and for all of your success. I will always be a fan!,
1534,@DeKusz1103,Haven't seen Jake that wholesome at the end there in a long minute. Glad to see him in a good place and relationship as far as we can see.,
1535,@gammi6661,That’s what you need! That’s it! Just those last couple minutes man. The happiness she gets because you are there. Beautiful,
1536,@vibesbb6271,Jake and Jutta's relationship is the most beautiful thing ever,
1537,@glasssteagall3400,I'm so happy for them.  They look like they genuinely love each other.,
1538,,Click the link and get the Jake Paul Hero for free now! Available limited time only! Defend the damn tower! https://click.fan/JakePaul_RushRoyale,
1539,@itishpaul5797,"Been here since the OG days and Jake it's truly amazing to see your growth, knowledge, wisdom and how good you've become. It literally showss.",
1540,@diegogaytan5269,i love ur videos thanks for bringing them back its been a while miss them that's dope u made it and ur getting better and better as u go through ur journey,
1541,@dcsc1,"Stoked you're back uploading, your vids have always been hella entertaining 

The warehouse looks amazing! Congrats on everything!!",
1542,@mohammedalaridhi6323,"Seeing you achieving your goals and living life together warms my heart, well done guys",
1543,@premgunjal934,Men you made my week  Your entertaining style is so different nobody can beat you     love you this man can motivate and entertain in one video  keep it up,
1544,@robertcorser4196,Leaps and bounds with a great positive attitude. An inspiration really. Good work JP.,
1545,@vapingnewfie6562,"Certainly shows what can be accomplished with determination ,blood, sweat and a strong work ethic",
1546,@staytongordon8416,I am here for the next video. I am intrigued. Yall are really doing like what every high-school friend group talks about doing one day. Its dope to see.,
1547,@colemaple7068,"Man keep jasper around for eternity, that mf a good dude",
1548,@miltonforsberg494,great to see you back at youtube and keep working hard ,
1549,@Mal.C,"Been here following you and Logey since the very beginning! Keep killin it brother, All this is exactly why haters be hatin. Just jealous ass MF’s! Love you guys, stay tight  stay strong and keep killin the game bro!",
1550,@Hughmonte,Proud of you bruh. Keep going stay sharp.,
1551,@BeccaAnn_,Jasper had me rolling the whole time ,
1552,@thatdudetrix,been watching for so long so proud of you man watched you guys since you were younger aswell as i now its just crazy seeing your content evolution.,
1553,@sirard92,Looks great! Keep up the good work!,
1554,@WyattKing.,Incredibly inspiring my man!,
1555,@needblinkerfluid,Damn you boys are living the dream. That warehouse is ,
